,Player,Nation,Position,Club,Age,Born,Match Played,Starts,Minutes Played,90s,Goals,Assist,G-PK,Penalty Kicks,PKatt,Yellow Card,Red Card,Goals/90,Assist/90,G+A/90,G-PK/90,G+A-PK,xG,npxG,xA,xAG,Assist-xAG,npxG+xAG,xG/90,xA/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Shots Total,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK(Shot),npxG/Sh,G-xG,np:G-xG,Passes Completed,Passes Attempted,Pass Completion%,TotDist,PrgDist,Passes Completed(Short),Passes Attempted(Short),Passes Completion%(Short),Passes Completed(Medium),Passes Attempted(Medium),Passes Completion%(Medium),Passes Completed(Long),Passes Attempted(Long),Passes Completion%(Long),Key Passes,Completed Passes to Attacking Third,Completed Passes to Penalty Area,Completed Crosses to Penalty Are,Progressive Pass Completed,Live Ball Passes,Dead Ball Passes,Passes from Free Kick,TB,Passes 40yds+,Crosses,Throw-ins Taken,Corner Kick,Inswinging Corner Kick,Outswinging Corner Kick,Straight Corner Kick,Passes leading to Offside,Passes Blocked,Shots Creating Action,SCA/90,PassLive(SCA),PassDead(SCA),Dribble(SCA),Shot(SCA),Fouls Drawn(SCA),Defensive Action(SCA),Goals Creating Action,GCA/90,PassLive(GCA),PassDead(GCA),Dribble(GCA),Shot(GCA),Fouls Drawn(GCA),Defensive Action(GCA),Touches,Touches in Defensive Penalty Area,Touches in Defensive 3rd,Touches in Middle 3rd,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Live Ball Touches,Dribble Success,Dribble Attempted,Dribble Success%,Mis,Ball Lost (Tackled),Passes Received,Progressive Pass Received,Tackles Attempted,Tackles Won,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles in Attacking 3rd,Tackle Won (vsDribble),Tackle Attempted (vsDribble),Tackle% (vsDribble),Dribbled Past (vsDribble),Blocks,Shots Blocked,Pass Blocked,Interception,Tackle + Interception,Clearance,Error Leads to Shot
641,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,35,15,1492,16.6,2,0,2,0,0,4,0,0.12,0.0,0.12,0.12,0.12,3.4,3.4,2.1,2.3,-2.3,5.7,0.21,0.12650602409638553,0.14,0.34,0.21,0.34,39,13,33.3,2.35,0.78,0.05,0.15,17.1,0.0,0.09,-1.4,-1.4,338.0,452.0,74.8,5345.0,1259.0,181.0,202.0,89.6,122.0,161.0,75.8,27.0,47.0,57.4,28.0,26.0,17.0,7.0,33.0,427.0,22.0,4.0,1.0,3.0,45,6.0,12.0,4.0,3.0,0.0,3.0,21.0,76.0,4.58,49.0,2.0,6.0,3.0,16.0,0.0,3.0,0.18,2.0,0.0,0.0,0.0,1.0,0.0,682.0,6.0,77.0,228.0,394.0,64.0,682.0,35.0,81.0,43.2,43.0,23.0,486.0,104.0,29.0,18,14.0,7.0,8.0,13.0,42.0,31.0,29.0,27.0,2.0,25.0,8,37.0,8.0,0.0
643,Fábio Santos,br BRA,DF,Corinthians,36,1985,22,17,1567,17.4,3,0,1,2,2,4,0,0.17,0.0,0.17,0.06,0.06,2.0,0.4,1.1,0.6,-0.6,1.1,0.12,0.06321839080459771,0.04,0.15,0.02,0.06,7,3,42.9,0.4,0.17,0.14,0.33,16.0,0.0,0.06,1.0,0.6,1110.0,1302.0,85.3,16518.0,6183.0,628.0,668.0,94.0,405.0,467.0,86.7,44.0,97.0,45.4,8.0,84.0,9.0,4.0,69.0,1115.0,187.0,36.0,1.0,4.0,33,151.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,1.03,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,1431.0,56.0,425.0,759.0,256.0,16.0,1429.0,4.0,7.0,57.1,11.0,5.0,944.0,30.0,21.0,15,9.0,10.0,2.0,16.0,32.0,50.0,16.0,18.0,5.0,13.0,19,40.0,48.0,0.0
647,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,15,14,1071,11.9,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,1.9,1.9,0.6,1.0,0.0,2.9,0.16,0.050420168067226885,0.08,0.24,0.16,0.24,25,7,28.0,2.1,0.59,0.04,0.14,16.4,0.0,0.07,-0.9,-0.9,207.0,291.0,71.1,2973.0,780.0,128.0,161.0,79.5,47.0,66.0,71.2,17.0,26.0,65.4,12.0,22.0,6.0,4.0,19.0,285.0,4.0,0.0,0.0,1.0,15,1.0,0.0,0.0,0.0,0.0,2.0,13.0,23.0,1.93,18.0,0.0,2.0,1.0,2.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,443.0,16.0,64.0,198.0,189.0,42.0,443.0,17.0,38.0,44.7,44.0,25.0,314.0,50.0,17.0,14,11.0,5.0,1.0,7.0,16.0,43.8,9.0,16.0,0.0,16.0,2,19.0,13.0,0.0
648,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,22,20,1635,18.2,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.8,0.8,2.0,1.9,0.1,2.7,0.05,0.10989010989010989,0.1,0.15,0.05,0.15,14,5,35.7,0.77,0.28,0.07,0.2,17.2,0.0,0.06,0.2,0.2,708.0,921.0,76.9,13196.0,5454.0,277.0,325.0,85.2,345.0,412.0,83.7,76.0,135.0,56.3,25.0,52.0,29.0,10.0,57.0,688.0,230.0,25.0,2.0,4.0,72,191.0,14.0,1.0,13.0,0.0,3.0,19.0,49.0,2.7,32.0,8.0,3.0,2.0,4.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,1111.0,78.0,394.0,405.0,328.0,24.0,1111.0,14.0,36.0,38.9,23.0,9.0,613.0,55.0,36.0,19,25.0,6.0,5.0,27.0,45.0,60.0,18.0,28.0,12.0,16.0,26,62.0,44.0,1.0
650,Rafael Santos,br BRA,DF,Coritiba,23,1998,15,13,1145,12.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,0.9,-0.9,1.1,0.02,0.08661417322834647,0.07,0.09,0.02,0.09,9,1,11.1,0.71,0.08,0.0,0.0,27.4,1.0,0.02,-0.2,-0.2,355.0,533.0,66.6,6240.0,3341.0,180.0,210.0,85.7,122.0,175.0,69.7,44.0,114.0,38.6,10.0,30.0,11.0,9.0,34.0,386.0,144.0,14.0,0.0,2.0,72,107.0,23.0,8.0,13.0,0.0,3.0,15.0,24.0,1.89,13.0,8.0,0.0,1.0,1.0,1.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,627.0,59.0,190.0,252.0,195.0,4.0,627.0,5.0,12.0,41.7,11.0,5.0,296.0,16.0,24.0,9,13.0,8.0,3.0,11.0,17.0,64.7,6.0,5.0,3.0,2.0,7,31.0,36.0,0.0
652,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,25,22,1814,20.2,0,2,0,0,0,10,0,0.0,0.1,0.1,0.0,0.1,1.4,1.4,0.8,0.7,1.3,2.1,0.07,0.039603960396039604,0.03,0.1,0.07,0.1,12,3,25.0,0.6,0.15,0.0,0.0,18.5,0.0,0.11,-1.4,-1.4,707.0,943.0,75.0,11456.0,4810.0,360.0,402.0,89.6,283.0,369.0,76.7,46.0,113.0,40.7,15.0,58.0,10.0,4.0,61.0,745.0,197.0,19.0,0.0,1.0,46,176.0,2.0,0.0,2.0,0.0,1.0,29.0,39.0,1.93,22.0,4.0,3.0,0.0,8.0,2.0,4.0,0.2,2.0,0.0,1.0,0.0,1.0,0.0,1216.0,72.0,339.0,658.0,247.0,22.0,1216.0,31.0,82.0,37.8,44.0,19.0,636.0,29.0,48.0,31,30.0,16.0,2.0,33.0,70.0,47.1,37.0,27.0,5.0,22.0,32,80.0,36.0,2.0
653,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,27,16,1291,14.3,3,1,3,0,0,1,0,0.21,0.07,0.28,0.21,0.28,4.2,4.2,2.3,1.7,-0.7,5.9,0.3,0.1608391608391608,0.12,0.41,0.3,0.41,39,13,33.3,2.72,0.91,0.08,0.23,15.6,0.0,0.11,-1.2,-1.2,339.0,422.0,80.3,4852.0,1155.0,199.0,225.0,88.4,108.0,134.0,80.6,17.0,27.0,63.0,20.0,39.0,11.0,0.0,35.0,403.0,16.0,2.0,1.0,3.0,9,1.0,0.0,0.0,0.0,0.0,3.0,9.0,49.0,3.42,38.0,0.0,2.0,3.0,5.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,545.0,8.0,44.0,273.0,232.0,61.0,545.0,8.0,21.0,38.1,23.0,11.0,420.0,85.0,8.0,6,4.0,4.0,0.0,3.0,8.0,37.5,5.0,12.0,1.0,11.0,6,14.0,7.0,0.0
654,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,19,15,1270,14.1,1,0,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.8,0.8,0.2,0.2,-0.2,0.9,0.06,0.014184397163120569,0.01,0.07,0.06,0.07,13,5,38.5,0.92,0.35,0.08,0.2,20.5,0.0,0.06,0.2,0.2,405.0,507.0,79.9,6487.0,2004.0,205.0,248.0,82.7,165.0,189.0,87.3,24.0,42.0,57.1,4.0,58.0,0.0,0.0,32.0,501.0,6.0,5.0,1.0,1.0,8,1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,1.42,16.0,1.0,0.0,0.0,0.0,3.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,696.0,39.0,163.0,436.0,104.0,11.0,696.0,5.0,9.0,55.6,18.0,8.0,361.0,14.0,66.0,46,30.0,33.0,3.0,24.0,47.0,51.1,23.0,22.0,5.0,17.0,20,86.0,35.0,1.0
659,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,35,31,2575,28.6,7,13,3,4,5,3,0,0.24,0.45,0.7,0.1,0.56,10.1,6.2,10.1,12.0,1.0,18.1,0.35,0.3531468531468531,0.42,0.77,0.22,0.63,112,33,29.5,3.91,1.15,0.03,0.09,25.4,26.0,0.06,-3.1,-3.2,971.0,1441.0,67.4,21284.0,6797.0,355.0,429.0,82.8,340.0,472.0,72.0,247.0,455.0,54.3,116.0,107.0,53.0,23.0,108.0,1110.0,322.0,59.0,7.0,41.0,342,52.0,211.0,93.0,76.0,1.0,9.0,28.0,204.0,7.13,85.0,80.0,9.0,14.0,16.0,0.0,19.0,0.66,11.0,6.0,0.0,2.0,0.0,0.0,1737.0,18.0,173.0,620.0,963.0,63.0,1732.0,25.0,67.0,37.3,53.0,35.0,1147.0,172.0,18.0,10,8.0,8.0,2.0,3.0,21.0,14.3,18.0,9.0,1.0,8.0,13,31.0,15.0,0.0
660,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37,37,3330,37.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,-0.2,0.2,0.0,0.002702702702702703,0.01,0.01,0.0,0.01,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,907.0,1240.0,73.1,26349.0,17629.0,141.0,142.0,99.3,432.0,440.0,98.2,330.0,647.0,51.0,3.0,28.0,0.0,0.0,1.0,894.0,340.0,60.0,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.22,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,1062.0,1315.0,28.0,0.0,0.0,1342.0,0.0,0.0,,0.0,0.0,623.0,0.0,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0,1.0,25.0,5.0
661,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,28,15,1354,15.0,3,0,3,0,0,3,0,0.2,0.0,0.2,0.2,0.2,1.7,1.7,2.8,2.7,-2.7,4.4,0.11,0.18666666666666665,0.18,0.29,0.11,0.29,31,11,35.5,2.06,0.73,0.1,0.27,21.9,1.0,0.05,1.3,1.3,537.0,673.0,79.8,9164.0,2757.0,285.0,304.0,93.8,177.0,228.0,77.6,64.0,107.0,59.8,31.0,51.0,26.0,11.0,52.0,608.0,64.0,15.0,2.0,4.0,74,18.0,31.0,15.0,13.0,0.0,1.0,12.0,55.0,3.65,37.0,12.0,0.0,3.0,0.0,3.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,787.0,28.0,123.0,351.0,326.0,29.0,787.0,12.0,25.0,48.0,16.0,12.0,536.0,72.0,17.0,9,7.0,6.0,4.0,6.0,17.0,35.3,11.0,12.0,1.0,11.0,5,22.0,9.0,0.0
666,Aderlan Silva,br BRA,DF,Bragantino,31,1990,31,31,2675,29.7,1,2,1,0,0,10,0,0.03,0.07,0.1,0.03,0.1,0.7,0.7,5.5,6.5,-4.5,7.3,0.02,0.1851851851851852,0.22,0.24,0.02,0.24,15,3,20.0,0.5,0.1,0.07,0.33,18.2,0.0,0.05,0.3,0.3,1150.0,1584.0,72.6,19797.0,8590.0,550.0,657.0,83.7,451.0,586.0,77.0,118.0,247.0,47.8,61.0,105.0,49.0,26.0,105.0,1257.0,323.0,29.0,2.0,15.0,159,269.0,24.0,18.0,1.0,2.0,4.0,37.0,114.0,3.84,82.0,16.0,4.0,3.0,4.0,5.0,7.0,0.24,5.0,0.0,0.0,2.0,0.0,0.0,1911.0,93.0,525.0,816.0,587.0,36.0,1911.0,17.0,37.0,45.9,37.0,18.0,978.0,59.0,94.0,62,46.0,34.0,14.0,46.0,92.0,50.0,46.0,40.0,11.0,29.0,45,139.0,60.0,1.0
667,Bruno Silva,br BRA,MF,Avaí,35,1986,31,31,2603,28.9,0,1,0,0,0,14,1,0.0,0.03,0.03,0.0,0.03,1.6,1.6,1.2,0.9,0.1,2.5,0.06,0.04152249134948097,0.03,0.09,0.06,0.09,14,2,14.3,0.48,0.07,0.0,0.0,16.1,0.0,0.11,-1.6,-1.6,1161.0,1386.0,83.8,19577.0,4570.0,542.0,613.0,88.4,509.0,577.0,88.2,89.0,125.0,71.2,18.0,94.0,8.0,2.0,67.0,1347.0,36.0,34.0,2.0,3.0,15,1.0,0.0,0.0,0.0,0.0,3.0,16.0,49.0,1.69,36.0,0.0,3.0,2.0,1.0,7.0,3.0,0.1,1.0,0.0,0.0,1.0,0.0,1.0,1705.0,89.0,390.0,1063.0,269.0,31.0,1705.0,19.0,29.0,65.5,25.0,25.0,1089.0,51.0,88.0,52,43.0,40.0,5.0,43.0,96.0,44.8,53.0,48.0,8.0,40.0,30,118.0,60.0,0.0
672,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,26,11,1265,14.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.4,0.3,-0.3,2.4,0.15,0.028368794326241138,0.02,0.17,0.15,0.17,15,5,33.3,1.07,0.36,0.0,0.0,14.7,0.0,0.14,-2.1,-2.1,359.0,425.0,84.5,6193.0,1777.0,174.0,195.0,89.2,144.0,163.0,88.3,33.0,45.0,73.3,5.0,23.0,5.0,1.0,29.0,400.0,23.0,4.0,0.0,8.0,1,19.0,0.0,0.0,0.0,0.0,2.0,6.0,16.0,1.14,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,51.0,199.0,294.0,113.0,24.0,594.0,11.0,16.0,68.8,10.0,8.0,286.0,10.0,32.0,16,13.0,15.0,4.0,17.0,28.0,60.7,11.0,23.0,4.0,19.0,11,43.0,44.0,0.0
674,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,22,18,1732,19.2,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,0.7,-0.7,1.9,0.07,0.010416666666666668,0.03,0.1,0.07,0.1,10,1,10.0,0.52,0.05,0.0,0.0,7.1,0.0,0.13,-1.3,-1.3,1021.0,1132.0,90.2,18714.0,6830.0,373.0,405.0,92.1,567.0,601.0,94.3,68.0,100.0,68.0,3.0,62.0,2.0,0.0,40.0,1093.0,39.0,37.0,0.0,6.0,2,2.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.83,13.0,0.0,0.0,1.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,1313.0,134.0,627.0,661.0,31.0,14.0,1313.0,0.0,0.0,,7.0,1.0,875.0,2.0,24.0,14,15.0,9.0,0.0,9.0,13.0,69.2,4.0,17.0,12.0,5.0,29,53.0,76.0,0.0
679,Everton Soares,br BRA,FWMF,Flamengo,25,1996,20,15,1416,15.7,2,5,2,0,0,0,1,0.13,0.32,0.44,0.13,0.44,3.2,3.2,5.8,5.5,-0.5,8.8,0.2,0.3694267515923567,0.35,0.56,0.2,0.56,44,14,31.8,2.8,0.89,0.05,0.14,17.5,1.0,0.07,-1.2,-1.2,375.0,498.0,75.3,5418.0,1462.0,226.0,262.0,86.3,116.0,158.0,73.4,17.0,35.0,48.6,33.0,23.0,26.0,3.0,47.0,477.0,21.0,5.0,5.0,2.0,47,3.0,13.0,13.0,0.0,0.0,0.0,16.0,63.0,4.0,40.0,3.0,9.0,6.0,5.0,0.0,11.0,0.7,7.0,0.0,2.0,2.0,0.0,0.0,716.0,4.0,44.0,208.0,483.0,109.0,716.0,52.0,107.0,48.6,40.0,37.0,526.0,107.0,22.0,13,3.0,9.0,10.0,6.0,12.0,50.0,6.0,8.0,0.0,8.0,6,28.0,2.0,0.0
680,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,14,14,1236,13.7,6,2,5,1,1,1,0,0.44,0.15,0.58,0.36,0.51,5.4,4.6,0.6,1.2,0.8,5.8,0.39,0.043795620437956206,0.09,0.48,0.34,0.43,47,19,40.4,3.42,1.38,0.11,0.26,17.9,3.0,0.1,0.6,0.4,235.0,344.0,68.3,3356.0,747.0,145.0,193.0,75.1,54.0,83.0,65.1,18.0,26.0,69.2,10.0,17.0,3.0,1.0,18.0,325.0,17.0,6.0,0.0,6.0,6,0.0,0.0,0.0,0.0,0.0,2.0,14.0,41.0,2.99,21.0,1.0,6.0,6.0,6.0,1.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,0.0,530.0,19.0,45.0,276.0,214.0,66.0,529.0,15.0,28.0,53.6,51.0,31.0,412.0,78.0,7.0,4,0.0,7.0,0.0,5.0,7.0,71.4,2.0,3.0,1.0,2.0,2,9.0,13.0,0.0
681,Fernando Sobral,br BRA,MF,Ceará,27,1994,23,10,1005,11.2,1,0,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.6,0.5,-0.5,1.4,0.08,0.053571428571428575,0.04,0.12,0.08,0.12,18,8,44.4,1.61,0.72,0.06,0.13,23.8,0.0,0.05,0.1,0.1,453.0,560.0,80.9,7868.0,2184.0,200.0,232.0,86.2,188.0,215.0,87.4,49.0,83.0,59.0,8.0,50.0,8.0,1.0,40.0,541.0,18.0,12.0,3.0,11.0,9,6.0,0.0,0.0,0.0,0.0,1.0,8.0,32.0,2.87,26.0,0.0,3.0,1.0,2.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,672.0,31.0,124.0,390.0,167.0,7.0,672.0,13.0,20.0,65.0,12.0,13.0,474.0,23.0,27.0,22,17.0,7.0,3.0,16.0,36.0,44.4,20.0,20.0,5.0,15.0,4,31.0,14.0,0.0
684,Hugo Souza,br BRA,GK,Flamengo,23,1999,15,14,1286,14.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,266.0,339.0,78.5,6088.0,4307.0,61.0,61.0,100.0,123.0,126.0,97.6,62.0,130.0,47.7,0.0,1.0,0.0,0.0,0.0,244.0,93.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,296.0,366.0,4.0,0.0,0.0,370.0,0.0,0.0,,0.0,0.0,164.0,0.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,7.0,1.0
685,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,23,11,1162,12.9,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,0.8,0.8,2.6,3.1,-1.1,3.9,0.06,0.20155038759689922,0.24,0.3,0.06,0.3,11,2,18.2,0.85,0.15,0.09,0.5,19.5,1.0,0.07,0.2,0.2,572.0,730.0,78.4,8819.0,3210.0,317.0,361.0,87.8,212.0,266.0,79.7,32.0,59.0,54.2,20.0,38.0,18.0,6.0,51.0,573.0,156.0,3.0,0.0,2.0,57,132.0,21.0,4.0,17.0,0.0,1.0,21.0,41.0,3.18,29.0,7.0,3.0,0.0,0.0,2.0,5.0,0.39,4.0,0.0,0.0,0.0,0.0,1.0,861.0,19.0,153.0,401.0,317.0,28.0,861.0,23.0,44.0,52.3,37.0,10.0,525.0,48.0,42.0,24,20.0,15.0,7.0,18.0,37.0,48.6,19.0,11.0,3.0,8.0,12,54.0,13.0,0.0
687,Tadeu,br BRA,GK,Goiás,29,1992,38,38,3420,38.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,1,0,0.0,0.03,0.0,0.0,,9.2,0.0,0.09,-0.1,-0.1,867.0,1315.0,65.9,30823.0,23007.0,93.0,94.0,98.9,340.0,343.0,99.1,423.0,863.0,49.0,2.0,47.0,3.0,0.0,0.0,797.0,515.0,132.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,0.29,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1416.0,1193.0,1410.0,6.0,1.0,1.0,1416.0,1.0,1.0,100.0,0.0,0.0,446.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2,2.0,17.0,0.0
690,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,29,28,2314,25.7,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,1.4,1.4,0.7,0.6,-0.6,2.0,0.05,0.027237354085603113,0.02,0.08,0.05,0.08,18,4,22.2,0.7,0.16,0.06,0.25,21.7,0.0,0.08,-0.4,-0.4,967.0,1101.0,87.8,16832.0,4255.0,444.0,470.0,94.5,406.0,443.0,91.6,95.0,139.0,68.3,12.0,110.0,6.0,0.0,74.0,1052.0,47.0,45.0,3.0,7.0,6,2.0,0.0,0.0,0.0,0.0,2.0,12.0,31.0,1.21,23.0,0.0,1.0,1.0,5.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,1284.0,28.0,251.0,894.0,151.0,13.0,1284.0,12.0,18.0,66.7,21.0,16.0,920.0,15.0,29.0,18,9.0,20.0,0.0,9.0,32.0,28.1,23.0,14.0,3.0,11.0,27,56.0,16.0,1.0
691,David Terans,uy URU,MF,Atl Paranaense,27,1994,31,26,2009,22.3,12,4,6,6,7,3,0,0.54,0.18,0.72,0.27,0.45,9.8,4.3,3.9,4.4,-0.4,8.7,0.44,0.1748878923766816,0.2,0.63,0.19,0.39,75,22,29.3,3.36,0.99,0.08,0.27,26.4,8.0,0.06,2.2,1.7,550.0,773.0,71.2,9872.0,2672.0,267.0,312.0,85.6,181.0,238.0,76.1,83.0,168.0,49.4,39.0,63.0,23.0,6.0,60.0,635.0,135.0,37.0,4.0,11.0,102,8.0,72.0,31.0,20.0,0.0,3.0,15.0,79.0,3.54,42.0,18.0,7.0,10.0,2.0,0.0,8.0,0.36,4.0,0.0,1.0,3.0,0.0,0.0,1040.0,5.0,76.0,458.0,529.0,73.0,1033.0,31.0,65.0,47.7,67.0,25.0,650.0,90.0,19.0,10,4.0,12.0,3.0,6.0,21.0,28.6,15.0,10.0,0.0,10.0,5,24.0,1.0,0.0
694,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,17,14,1175,13.1,0,2,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,0.7,0.7,1.0,1.0,1.0,1.6,0.05,0.07633587786259542,0.07,0.13,0.05,0.13,11,5,45.5,0.84,0.38,0.0,0.0,20.7,0.0,0.06,-0.7,-0.7,454.0,709.0,64.0,9082.0,3850.0,167.0,218.0,76.6,205.0,292.0,70.2,77.0,158.0,48.7,12.0,48.0,11.0,3.0,44.0,573.0,133.0,14.0,0.0,7.0,28,118.0,1.0,0.0,1.0,0.0,3.0,17.0,33.0,2.53,24.0,6.0,1.0,0.0,0.0,2.0,6.0,0.46,5.0,0.0,1.0,0.0,0.0,0.0,854.0,76.0,280.0,427.0,157.0,14.0,854.0,10.0,21.0,47.6,8.0,5.0,420.0,13.0,32.0,17,22.0,9.0,1.0,21.0,28.0,75.0,7.0,10.0,7.0,3.0,19,51.0,48.0,0.0
695,Titi,br BRA,DF,Fortaleza,33,1988,34,32,2796,31.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.1,-0.1,0.6,0.02,0.006430868167202572,0.0,0.02,0.02,0.02,5,0,0.0,0.16,0.0,0.0,,13.6,0.0,0.11,-0.5,-0.5,909.0,1131.0,80.4,17899.0,7882.0,302.0,335.0,90.1,488.0,541.0,90.2,104.0,218.0,47.7,2.0,82.0,5.0,0.0,66.0,1060.0,69.0,53.0,0.0,6.0,2,16.0,0.0,0.0,0.0,0.0,2.0,9.0,15.0,0.48,13.0,1.0,0.0,0.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1364.0,167.0,644.0,705.0,32.0,12.0,1364.0,6.0,12.0,50.0,17.0,4.0,806.0,5.0,32.0,21,24.0,8.0,0.0,20.0,31.0,64.5,11.0,15.0,14.0,1.0,42,74.0,84.0,0.0
697,Jesús Trindade,uy URU,MF,Coritiba,28,1993,17,15,1312,14.6,0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,1.8,1.1,-0.1,1.3,0.01,0.12328767123287672,0.08,0.09,0.01,0.09,9,3,33.3,0.62,0.21,0.0,0.0,28.3,1.0,0.02,-0.2,-0.2,598.0,733.0,81.6,11907.0,4824.0,240.0,259.0,92.7,253.0,284.0,89.1,95.0,158.0,60.1,16.0,95.0,12.0,6.0,64.0,669.0,60.0,41.0,1.0,16.0,41,1.0,18.0,2.0,16.0,0.0,4.0,8.0,38.0,2.61,21.0,13.0,1.0,0.0,1.0,2.0,2.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,843.0,38.0,228.0,513.0,110.0,1.0,843.0,7.0,10.0,70.0,14.0,15.0,511.0,3.0,34.0,17,17.0,15.0,2.0,16.0,34.0,47.1,18.0,15.0,4.0,11.0,10,44.0,12.0,0.0
